phenotype	taxon	group	Nsamples	levels	levels_SampleSize	effect.size	R2	F.stat	Pvalue
Occupational_pollution	Streptococcus_infantis	Neis_low	555	0:1	260:295	0.04554	0.000519543699702314	0.291910624265674	0.589219462532092
Occupational_pollution	Alloprevotella_tannerae	Neis_high	557	0:1	280:277	0.04255	0.000461811363598019	0.2559875378819	0.61309410317466
Occupational_pollution	Alloprevotella_tannerae	Neis_low	555	0:1	260:295	-0.07348	0.00102873186082054	0.580213025880843	0.446558321956594
Occupational_pollution	Lautropia_mirabilis	Neis_high	557	0:1	280:277	-0.09522	0.00148763733653639	0.835122366054366	0.361198139643377
Occupational_pollution	Lautropia_mirabilis	Neis_low	555	0:1	260:295	-0.02952	0.000293547132920926	0.163742847820414	0.685892450657971
Occupational_pollution	Eubacterium_saphenum	Neis_high	557	0:1	280:277	0.02182	0.000150550733944085	0.0847461584350638	0.771076062591474
Occupational_pollution	Eubacterium_saphenum	Neis_low	555	0:1	260:295	0.05389	0.000511580152709606	0.298019475737617	0.585350083634264
Occupational_pollution	Pseudomonas_fluorescens_group	Neis_high	557	0:1	280:277	0.02193	0.000105034999377238	0.0653390678251754	0.798344164140148
Occupational_pollution	Pseudomonas_fluorescens_group	Neis_low	555	0:1	260:295	-0.11673	0.00285202827972263	1.72262869521243	0.189907479023585
Occupational_pollution	Parvimonas_micra	Neis_high	557	0:1	280:277	0.01488	9.15053587952908e-05	0.0534499578172438	0.817251731319571
Occupational_pollution	Parvimonas_micra	Neis_low	555	0:1	260:295	0.01956	6.25096573541803e-05	0.0347958235114282	0.852093560667501
Occupational_pollution	Actinomyces_odontolyticus	Neis_high	557	0:1	280:277	0.03397	0.000242766836772046	0.147593779288653	0.700994814111789
Occupational_pollution	Actinomyces_odontolyticus	Neis_low	555	0:1	260:295	-0.0149	5.05329487627548e-05	0.0322048703508867	0.857645455110213
Occupational_pollution	Actinomyces_sp_ICM47	Neis_high	557	0:1	280:277	-0.01151	3.29137122395198e-05	0.0187287997710363	0.891197182106909
Occupational_pollution	Actinomyces_sp_ICM47	Neis_low	555	0:1	260:295	-0.07386	0.00105899230740978	0.585168253971089	0.444624738869765
Occupational_pollution	Prevotella_histicola	Neis_high	557	0:1	280:277	-0.068	0.00236544036849313	1.326329445847	0.249962380519019
Occupational_pollution	Prevotella_histicola	Neis_low	555	0:1	260:295	-0.0801	0.000975700628051322	0.553319616210361	0.457285033747704
Occupational_pollution	Streptococcus_australis	Neis_high	557	0:1	280:277	0.19179	0.00637857930351455	3.67882594340605	0.0556279613497253
Occupational_pollution	Streptococcus_australis	Neis_low	555	0:1	260:295	0.17976	0.0104135616315969	6.00412258123934	0.0145858171998189
Occupational_pollution	Neisseria_sicca	Neis_high	557	0:1	280:277	-0.07859	0.00103355972551721	0.638055857331869	0.424762359751001
Occupational_pollution	Neisseria_sicca	Neis_low	555	0:1	260:295	-0.09434	0.00345422250139975	1.96016669292608	0.162064488386933
Occupational_pollution	Ralstonia_mannitolilytica	Neis_high	557	0:1	280:277	-0.01387	4.24055131231851e-05	0.0241402875094361	0.876585806909363
Occupational_pollution	Ralstonia_mannitolilytica	Neis_low	555	0:1	260:295	0.06244	0.000811894807211579	0.453671699266246	0.500881996107534
Occupational_pollution	Eubacterium_sulci	Neis_high	557	0:1	280:277	-0.0151	7.40946613614138e-05	0.0417953978560362	0.838086321447835
Occupational_pollution	Eubacterium_sulci	Neis_low	555	0:1	260:295	-0.15928	0.00454515116929041	2.56672390975762	0.109712935450449
Occupational_pollution	Gemella_sanguinis	Neis_high	557	0:1	280:277	0.02984	0.000181813195917258	0.10607128231306	0.744786587253094
Occupational_pollution	Gemella_sanguinis	Neis_low	555	0:1	260:295	0.1914	0.00831661376500749	4.77543854704274	0.0292935064338968
Occupational_pollution	Haemophilus_influenzae	Neis_high	557	0:1	280:277	-0.08345	0.00241830060053127	1.33271863893167	0.248826242933362
Occupational_pollution	Haemophilus_influenzae	Neis_low	555	0:1	260:295	0.0594	0.000572825041053715	0.323611892630534	0.569679415831813
Occupational_pollution	Streptococcus_gordonii	Neis_high	557	0:1	280:277	-0.03521	0.000295923508404565	0.169953044566633	0.680315054438254
Occupational_pollution	Streptococcus_gordonii	Neis_low	555	0:1	260:295	0.0651	0.000843686182152817	0.479212564178487	0.489074037243944
Occupational_pollution	Dolosigranulum_pigrum	Neis_high	557	0:1	280:277	-0.01228	4.09782872581935e-05	0.0232788698276018	0.878790376815454
Occupational_pollution	Dolosigranulum_pigrum	Neis_low	555	0:1	260:295	0.14674	0.00385579393120355	2.16630052854722	0.141642422332865
Occupational_pollution	Prevotella_sp_oral_taxon_306	Neis_high	557	0:1	280:277	-0.13916	0.00675998320096612	3.82279283441748	0.0510687202703307
Occupational_pollution	Prevotella_sp_oral_taxon_306	Neis_low	555	0:1	260:295	-0.22008	0.00818757166724156	4.61109238062856	0.0322061926352554
Occupational_pollution	Streptococcus_cristatus	Neis_high	557	0:1	280:277	-0.20679	0.00855951798604461	4.80994428338103	0.0287161913213376
Occupational_pollution	Streptococcus_cristatus	Neis_low	555	0:1	260:295	0.15294	0.00538404964517077	2.99520007656568	0.0840776184433659
Occupational_pollution	Prevotella_jejuni	Neis_high	557	0:1	280:277	-0.10255	0.00498703678263184	2.78582549794872	0.095673866516036
Occupational_pollution	Prevotella_jejuni	Neis_low	555	0:1	260:295	-0.34289	0.0182215129351608	10.4715481076609	0.00128585419363324
Occupational_pollution	Streptococcus_pseudopneumoniae	Neis_high	557	0:1	280:277	0.0145	4.45984174310202e-05	0.025682965061322	0.872736173448645
Occupational_pollution	Streptococcus_pseudopneumoniae	Neis_low	555	0:1	260:295	0.03517	0.000267715418105528	0.148871883551687	0.699766330337185
Occupational_pollution	Moraxella_catarrhalis	Neis_high	557	0:1	280:277	-0.10632	0.00329572476518578	1.89838435859678	0.168822670443581
Occupational_pollution	Moraxella_catarrhalis	Neis_low	555	0:1	260:295	-0.10422	0.00189824499369753	1.04619937821245	0.306837823183468
Occupational_pollution	Filifactor_alocis	Neis_high	557	0:1	280:277	0.15991	0.00960379959199455	5.6857167698728	0.0174433646176222
Occupational_pollution	Filifactor_alocis	Neis_low	555	0:1	260:295	0.04384	0.000328253369772363	0.182576012487208	0.669337500171462
Occupational_pollution	Solobacterium_moorei	Neis_high	557	0:1	280:277	0.0573	0.00163147433234289	0.923616663110724	0.336951765767162
Occupational_pollution	Solobacterium_moorei	Neis_low	555	0:1	260:295	-0.10234	0.00169798846547775	0.95603836260627	0.328620843539952
Occupational_pollution	Rothia_dentocariosa	Neis_high	557	0:1	280:277	0.01135	3.77497535380099e-05	0.0211191718574254	0.884508309169309
Occupational_pollution	Rothia_dentocariosa	Neis_low	555	0:1	260:295	-0.08115	0.00115609512927063	0.64503550225003	0.422243347434357
Occupational_pollution	Neisseria_subflava	Neis_high	557	0:1	280:277	0.02523	0.000105820179346792	0.0584277642226318	0.809088992627166
Occupational_pollution	Neisseria_subflava	Neis_low	555	0:1	260:295	-0.06584	0.00133575681875192	0.737051404377194	0.390984473360162
Occupational_pollution	Neisseria_elongata	Neis_high	557	0:1	280:277	-0.06866	0.000625208135677374	0.357552495287552	0.55011615027092
Occupational_pollution	Neisseria_elongata	Neis_low	555	0:1	260:295	-0.00916	5.61853279003252e-05	0.0316799721353625	0.858797997853338
Occupational_pollution	Streptococcus_milleri	Neis_high	557	0:1	280:277	-0.09816	0.00234613615733906	1.34524004339235	0.246617987244033
Occupational_pollution	Streptococcus_milleri	Neis_low	555	0:1	260:295	-0.02258	0.000101150183107572	0.0575178619714477	0.810553138699819
Occupational_pollution	Slackia_exigua	Neis_high	557	0:1	280:277	0.03317	0.000360718753905011	0.208578149902064	0.648065422512685
Occupational_pollution	Slackia_exigua	Neis_low	555	0:1	260:295	-0.01917	6.34695689543177e-05	0.0351394356597195	0.851373546916772
Occupational_pollution	Rothia_aeria	Neis_high	557	0:1	280:277	-0.13321	0.00334198637245892	1.88365329084819	0.170481989712921
Occupational_pollution	Rothia_aeria	Neis_low	555	0:1	260:295	-0.01071	3.0779750550998e-05	0.0172547586014209	0.895541085586191
Occupational_pollution	Tropheryma_whipplei	Neis_high	557	0:1	280:277	-0.01751	5.12950524576526e-05	0.0283487947276101	0.86635365471025
Occupational_pollution	Tropheryma_whipplei	Neis_low	555	0:1	260:295	0.01259	4.4427136802222e-05	0.024700428053339	0.875174043259451
Occupational_pollution	Tannerella_forsythia	Neis_high	557	0:1	280:277	0.01871	8.95109392269403e-05	0.0521089943015276	0.819518586435565
Occupational_pollution	Tannerella_forsythia	Neis_low	555	0:1	260:295	0.17009	0.00552185267389944	3.18063640517784	0.0750720796615998
Occupational_pollution	Morococcus_cerebrosus	Neis_high	557	0:1	280:277	-0.05961	0.000420658702215096	0.234800985866362	0.628180564562985
Occupational_pollution	Morococcus_cerebrosus	Neis_low	555	0:1	260:295	-0.01759	0.00024370970389076	0.134250865812623	0.714206875538099
Occupational_pollution	Prevotella_baroniae	Neis_high	557	0:1	280:277	-0.10845	0.00296931692820206	1.67006968991484	0.196794860326512
Occupational_pollution	Prevotella_baroniae	Neis_low	555	0:1	260:295	0.02823	0.000151675505746844	0.0870871216381029	0.76802584717329
Occupational_pollution	Tannerella_sp_oral_taxon_HOT_286	Neis_high	557	0:1	280:277	0.03779	0.000406515459492822	0.235384052659293	0.627754300670583
Occupational_pollution	Tannerella_sp_oral_taxon_HOT_286	Neis_low	555	0:1	260:295	0.00879	1.37004972414201e-05	0.00810943095506379	0.928278676026614
Occupational_pollution	Bulleidia_extructa	Neis_high	557	0:1	280:277	0.00788	2.11547715977672e-05	0.0121040065096044	0.912435284123076
Occupational_pollution	Bulleidia_extructa	Neis_low	555	0:1	260:295	0.07918	0.00106767991815095	0.588172254072786	0.443458854823241
Occupational_pollution	Granulicatella_elegans	Neis_high	557	0:1	280:277	-0.05579	0.000744194788088903	0.439736669653382	0.507528925296572
Occupational_pollution	Granulicatella_elegans	Neis_low	555	0:1	260:295	0.00154	4.72815292876239e-07	0.000267161146583562	0.986965087494884
Occupational_pollution	Leptotrichia_wadei	Neis_high	557	0:1	280:277	0.0348	0.000410211335029914	0.246314244986643	0.619881740121816
Occupational_pollution	Leptotrichia_wadei	Neis_low	555	0:1	260:295	-0.09052	0.00134314161753551	0.788667339985742	0.374895157494353
Occupational_pollution	Neisseria_mucosa	Neis_high	557	0:1	280:277	0.06023	0.000460950138339494	0.264840920787547	0.607021580965744
Occupational_pollution	Neisseria_mucosa	Neis_low	555	0:1	260:295	-0.01485	0.000157953666602107	0.0872032890027989	0.767875630992706
Occupational_pollution	Veillonella_atypica	Neis_high	557	0:1	280:277	0.02121	0.000283750130091548	0.160387163091404	0.688956680071407
Occupational_pollution	Veillonella_atypica	Neis_low	555	0:1	260:295	-0.21663	0.00690601605447265	3.85103169507452	0.0502237628842446
Occupational_pollution	Streptococcus_pneumoniae	Neis_high	557	0:1	280:277	0.03251	0.000216243695375572	0.118840253688783	0.730428251101716
Occupational_pollution	Streptococcus_pneumoniae	Neis_low	555	0:1	260:295	0.05771	0.000734509153777675	0.402611629577637	0.526009830110966
Occupational_pollution	Actinomyces_sp_HMSC035G02	Neis_high	557	0:1	280:277	0.08221	0.00204571124567575	1.19512936962015	0.274778545584315
Occupational_pollution	Actinomyces_sp_HMSC035G02	Neis_low	555	0:1	260:295	0.01214	2.69740393845641e-05	0.0169095175587792	0.89658544906053
Occupational_pollution	Prevotella_nigrescens	Neis_high	557	0:1	280:277	0.01964	0.000100507291767506	0.055869575487011	0.81323602714415
Occupational_pollution	Prevotella_nigrescens	Neis_low	555	0:1	260:295	-0.06638	0.000819532799602361	0.468204701415891	0.494105101888049
Occupational_pollution	Capnocytophaga_leadbetteri	Neis_high	557	0:1	280:277	0.22884	0.00792324920652676	4.5902477574023	0.0325950918905518
Occupational_pollution	Capnocytophaga_leadbetteri	Neis_low	555	0:1	260:295	-0.07135	0.00184257334117947	1.05281054729222	0.30531586660406
Occupational_pollution	Mogibacterium_timidum	Neis_high	557	0:1	280:277	-0.04787	0.000605885764878073	0.335959736400783	0.562409315218869
Occupational_pollution	Mogibacterium_timidum	Neis_low	555	0:1	260:295	0.04923	0.000453300521763251	0.251095766074839	0.61650689269127
Occupational_pollution	Haemophilus_parainfluenzae	Neis_high	557	0:1	280:277	0.07414	0.000865053725879222	0.514347411578676	0.473569055418757
Occupational_pollution	Haemophilus_parainfluenzae	Neis_low	555	0:1	260:295	0.01098	4.32588288558876e-05	0.0241113912662925	0.876659310226611
Occupational_pollution	Megasphaera_micronuciformis	Neis_high	557	0:1	280:277	-0.07857	0.00458082070005613	2.53009571930261	0.112271180941099
Occupational_pollution	Megasphaera_micronuciformis	Neis_low	555	0:1	260:295	-0.21836	0.00684077345650284	3.90877174525979	0.0485382278367219
Occupational_pollution	Bifidobacterium_dentium	Neis_high	557	0:1	280:277	-0.03773	0.00199252561501536	1.12536444208099	0.289234439146925
Occupational_pollution	Bifidobacterium_dentium	Neis_low	555	0:1	260:295	-0.07342	0.000722241793588154	0.398992360420991	0.527874953463725
Occupational_pollution	Corynebacterium_accolens	Neis_high	557	0:1	280:277	-0.0657	0.000720533806333738	0.403406986544629	0.525600559970037
Occupational_pollution	Corynebacterium_accolens	Neis_low	555	0:1	260:295	0.02579	0.000186388054217862	0.103863509399343	0.747365213776521
Occupational_pollution	Streptococcus_sp_A12	Neis_high	557	0:1	280:277	0.06731	0.000693729117710953	0.385598604323196	0.534880742520056
Occupational_pollution	Streptococcus_sp_A12	Neis_low	555	0:1	260:295	0.10123	0.00364374562030764	2.05080344887799	0.152699149028885
Occupational_pollution	Cutibacterium_acnes	Neis_high	557	0:1	280:277	-0.06333	0.00101110322099977	0.570757790385634	0.450283132118231
Occupational_pollution	Cutibacterium_acnes	Neis_low	555	0:1	260:295	-0.18053	0.00610554123179392	3.40587456653413	0.0655068973698641
Occupational_pollution	Gemella_morbillorum	Neis_high	557	0:1	280:277	0.09262	0.00265773118085746	1.56227858711395	0.211866395034121
Occupational_pollution	Gemella_morbillorum	Neis_low	555	0:1	260:295	-0.03604	0.000227984084039581	0.133412264428142	0.715061699769319
Occupational_pollution	Actinomyces_sp_S6_Spd3	Neis_high	557	0:1	280:277	0.035	0.000352926688719266	0.203496765405481	0.652091816173447
Occupational_pollution	Actinomyces_sp_S6_Spd3	Neis_low	555	0:1	260:295	0.06128	0.00069320887307437	0.391618410320337	0.531711894178845
Occupational_pollution	Ralstonia_pickettii	Neis_high	557	0:1	280:277	0.05572	0.000496495859556155	0.285373373857673	0.593417788452821
Occupational_pollution	Ralstonia_pickettii	Neis_low	555	0:1	260:295	0.08426	0.00220848944822562	1.23173174194983	0.267559966513299
Occupational_pollution	Prevotella_salivae	Neis_high	557	0:1	280:277	-0.03647	0.000751615385967824	0.418184610245776	0.518115524782733
Occupational_pollution	Prevotella_salivae	Neis_low	555	0:1	260:295	-0.24999	0.00936017548088054	5.26253064592475	0.0221688164374408
Occupational_pollution	Escherichia_coli	Neis_high	557	0:1	280:277	0.0305	0.000147061837137877	0.0870716731494089	0.768045421066587
Occupational_pollution	Escherichia_coli	Neis_low	555	0:1	260:295	-0.05164	0.000817601004630464	0.467751025694638	0.494314311133276
Occupational_pollution	Porphyromonas_sp_oral_taxon_278	Neis_high	557	0:1	280:277	0.05127	0.000429871777002582	0.240700069398922	0.62389769150566
Occupational_pollution	Porphyromonas_sp_oral_taxon_278	Neis_low	555	0:1	260:295	-0.02163	0.000140154235199735	0.0784068339654585	0.7795743881279
Occupational_pollution	Streptococcus_mutans	Neis_high	557	0:1	280:277	0.06569	0.00155719548295345	0.874674045292644	0.350077262517079
Occupational_pollution	Streptococcus_mutans	Neis_low	555	0:1	260:295	0.00122	2.36431883553906e-07	0.000131156311962185	0.990866737682884
Occupational_pollution	Haemophilus_parahaemolyticus	Neis_high	557	0:1	280:277	0.07122	0.00105300548033282	0.584805617945621	0.444764592923151
Occupational_pollution	Haemophilus_parahaemolyticus	Neis_low	555	0:1	260:295	0.17189	0.00679291459884879	3.78095346068085	0.052353218434246
Occupational_pollution	Actinomyces_sp_oral_taxon_181	Neis_high	557	0:1	280:277	0.15277	0.00619966504063603	3.4674615326499	0.0631232831779849
Occupational_pollution	Actinomyces_sp_oral_taxon_181	Neis_low	555	0:1	260:295	-0.06476	0.000791941267846437	0.440160447819575	0.507325551338022
Occupational_pollution	Geobacter_sulfurreducens	Neis_high	557	0:1	280:277	-0.15534	0.00789335330785615	5.02181154995024	0.0254304069898329
Occupational_pollution	Geobacter_sulfurreducens	Neis_low	555	0:1	260:295	-0.04281	0.000300705724365607	0.205877723634612	0.650198389592168
Occupational_pollution	Capnocytophaga_gingivalis	Neis_high	557	0:1	280:277	0.22249	0.00725891048320265	4.38834541018764	0.0366447740075575
Occupational_pollution	Capnocytophaga_gingivalis	Neis_low	555	0:1	260:295	0.04695	0.000844431563052382	0.478172536508122	0.489545704480428
Occupational_pollution	Neisseria_perflava	Neis_high	557	0:1	280:277	0.03647	0.00016536153030523	0.0914661411926484	0.762436434848251
Occupational_pollution	Neisseria_perflava	Neis_low	555	0:1	260:295	-0.07105	0.00466369719135269	2.59820374377146	0.107563823073169
Occupational_pollution	Prevotella_shahii	Neis_high	557	0:1	280:277	0.06904	0.000865506152412106	0.4850726972799	0.486429376620272
Occupational_pollution	Prevotella_shahii	Neis_low	555	0:1	260:295	-0.01394	4.99902264760738e-05	0.0283783803180715	0.866284820862239
Occupational_pollution	Fusobacterium_periodonticum	Neis_high	557	0:1	280:277	-0.00983	2.20590743950019e-05	0.0126621226209133	0.910447560321605
Occupational_pollution	Fusobacterium_periodonticum	Neis_low	555	0:1	260:295	-0.01507	4.58808367603813e-05	0.0256177746679664	0.872896629325668
Occupational_pollution	Fusobacterium_nucleatum	Neis_high	557	0:1	280:277	-0.10197	0.0033597062531785	1.98561478175935	0.159368365745296
Occupational_pollution	Fusobacterium_nucleatum	Neis_low	555	0:1	260:295	0.10594	0.00195602051723931	1.27704861170263	0.258945613404879
Occupational_pollution	Streptococcus_sinensis	Neis_high	557	0:1	280:277	0.02987	0.000258314895426711	0.145370674031517	0.703147201776778
Occupational_pollution	Streptococcus_sinensis	Neis_low	555	0:1	260:295	0.15827	0.0045063535754622	2.51014019713746	0.113695925672723
Occupational_pollution	Lachnospiraceae_bacterium_oral_taxon_096	Neis_high	557	0:1	280:277	-0.00396	8.43244057625696e-06	0.00468530318223125	0.945453011880866
Occupational_pollution	Lachnospiraceae_bacterium_oral_taxon_096	Neis_low	555	0:1	260:295	-0.19085	0.00515853765930945	2.84897163437293	0.0920045214410024
Occupational_pollution	Treponema_denticola	Neis_high	557	0:1	280:277	-0.01642	7.61789583047061e-05	0.042512033871722	0.836723539516548
Occupational_pollution	Treponema_denticola	Neis_low	555	0:1	260:295	0.24583	0.0108741600207996	6.29909260269838	0.0123687405570341
Occupational_pollution	Mycoplasma_pneumoniae	Neis_high	557	0:1	280:277	-0.04153	0.000745114278922729	0.41241021759455	0.521017745950683
Occupational_pollution	Mycoplasma_pneumoniae	Neis_low	555	0:1	260:295	0.10634	0.00166505901653316	0.924127188779298	0.336819937896333
Occupational_pollution	Alloscardovia_omnicolens	Neis_high	557	0:1	280:277	-0.09578	0.00371307270652514	2.06359085339877	0.151425993741798
Occupational_pollution	Alloscardovia_omnicolens	Neis_low	555	0:1	260:295	0.11664	0.00206450501711819	1.14650579810585	0.284755758157912
Occupational_pollution	Peptostreptococcaceae_bacterium_oral_taxon_113	Neis_high	557	0:1	280:277	0.19823	0.0083382593287891	4.74442555705158	0.0298197202851959
Occupational_pollution	Peptostreptococcaceae_bacterium_oral_taxon_113	Neis_low	555	0:1	260:295	0.15737	0.0053366722577634	2.94902523270601	0.0864974736070036
Occupational_pollution	Streptococcus_vestibularis	Neis_high	557	0:1	280:277	-0.06472	0.00118889594115457	0.662222253659168	0.416130589423276
Occupational_pollution	Streptococcus_vestibularis	Neis_low	555	0:1	260:295	0.10651	0.0020044565873138	1.1476752351698	0.284510509548424
Occupational_pollution	Actinomyces_oris	Neis_high	557	0:1	280:277	-0.01726	7.97976147857791e-05	0.0441579684447736	0.833638235299005
Occupational_pollution	Actinomyces_oris	Neis_low	555	0:1	260:295	0.02966	0.000162502670450999	0.0906267242572666	0.763496728175421
Occupational_pollution	Prevotella_oris	Neis_high	557	0:1	280:277	0.04261	0.000803168132813548	0.451233386461777	0.502033416192906
Occupational_pollution	Prevotella_oris	Neis_low	555	0:1	260:295	-0.15075	0.00338055686866432	1.88557378947409	0.170266666979708
Occupational_pollution	Microcystis_aeruginosa	Neis_high	557	0:1	280:277	-0.08102	0.000670129244289065	0.369932411338098	0.543293568525718
Occupational_pollution	Microcystis_aeruginosa	Neis_low	555	0:1	260:295	-0.03573	0.00605975947571593	3.39196406705223	0.0660580358422097
Occupational_pollution	Klebsiella_pneumoniae	Neis_high	557	0:1	280:277	0.07003	0.00102903404144703	0.572597069261562	0.449554541342894
Occupational_pollution	Klebsiella_pneumoniae	Neis_low	555	0:1	260:295	-0.02587	0.000155982646624241	0.0854685862933662	0.770130209623963
Occupational_pollution	Enhydrobacter_aerosaccus	Neis_high	557	0:1	280:277	0.04613	0.00290939614742092	1.62849200344444	0.202453327769486
Occupational_pollution	Enhydrobacter_aerosaccus	Neis_low	555	0:1	260:295	-0.02766	9.38291687529328e-05	0.0514550746293875	0.820635463144588
Occupational_pollution	Actinomyces_sp_oral_taxon_897	Neis_high	557	0:1	280:277	-0.04285	0.000368338602523168	0.203283166819972	0.65226238792803
